Timestamp,Total_CPU,Total_RSS_KB,Total_PSS_KB
2025-08-08 11:22:38,0.00
0,0
0,0
2025-08-08 11:22:39,0.00
0,0
0,0
2025-08-08 11:22:40,0.00
0,0
0,0
2025-08-08 11:22:41,0.00
0,0
0,0
2025-08-08 11:22:42,0.00
0,0
0,0
2025-08-08 11:22:43,0.00
0,0
0,0
2025-08-08 11:22:45,0.00
0,0
0,0
2025-08-08 11:22:46,0.00
0,0
0,0
2025-08-08 11:22:47,0.00
0,0
0,0
2025-08-08 11:22:48,0.00
0,0
0,0
2025-08-08 11:22:49,0.00
0,0
0,0
2025-08-08 11:22:51,0.00
0,0
0,0
2025-08-08 11:22:52,0.00
0,0
0,0
2025-08-08 11:22:53,0.00
0,0
0,0
2025-08-08 11:22:54,0.00
0,0
0,0
2025-08-08 11:22:55,0.00
0,0
0,0
2025-08-08 11:22:57,0.00
0,0
0,0
2025-08-08 11:22:58,0.00
0,0
0,0
2025-08-08 11:22:59,0.00
0,0
0,0
2025-08-08 11:23:00,0.00
0,0
0,0
2025-08-08 11:23:01,0.00
0,0
0,0
2025-08-08 11:23:02,0.00
0,0
0,0
2025-08-08 11:23:04,0.00
0,0
0,0
2025-08-08 11:23:05,0.00
0,0
0,0
2025-08-08 11:23:06,0.00
0,0
0,0
2025-08-08 11:23:07,0.00
0,0
0,0
2025-08-08 11:23:08,0.00
0,0
0,0
2025-08-08 11:23:10,0.00
0,0
0,0
2025-08-08 11:23:11,0.00
0,0
0,0
2025-08-08 11:23:12,0.00
0,0
0,0
2025-08-08 11:23:13,0.00
0,0
0,0
2025-08-08 11:23:14,0.00
0,0
0,0
2025-08-08 11:23:16,0.00
0,0
0,0
2025-08-08 11:23:17,0.00
0,0
0,0
2025-08-08 11:23:18,0.00
0,0
0,0
2025-08-08 11:23:19,0.00
0,0
0,0
2025-08-08 11:23:20,0.00
0,0
0,0
2025-08-08 11:23:22,0.00
0,0
0,0
2025-08-08 11:23:23,0.00
0,0
0,0
2025-08-08 11:23:24,0.00
0,0
0,0
2025-08-08 11:23:25,0.00
0,0
0,0
2025-08-08 11:23:26,0.00
0,0
0,0
2025-08-08 11:23:27,0.00
0,0
0,0
2025-08-08 11:23:29,0.00
0,0
0,0
2025-08-08 11:23:30,0.00
0,0
0,0
2025-08-08 11:23:31,0.00
0,0
0,0
2025-08-08 11:23:32,0.00
0,0
0,0
2025-08-08 11:23:33,0.00
0,0
0,0
2025-08-08 11:23:35,0.00
0,0
0,0
2025-08-08 11:23:36,0.00
0,0
0,0
2025-08-08 11:23:37,0.00
0,0
0,0
2025-08-08 11:23:38,0.00
0,0
0,0
2025-08-08 11:23:39,0.00
0,0
0,0
2025-08-08 11:23:41,0.00
0,0
0,0
2025-08-08 11:23:42,0.00
0,0
0,0
2025-08-08 11:23:43,0.00
0,0
0,0
2025-08-08 11:23:44,0.00
0,0
0,0
2025-08-08 11:23:45,0.00
0,0
0,0
2025-08-08 11:23:46,0.00
0,0
0,0
2025-08-08 11:23:48,0.00
0,0
0,0
2025-08-08 11:23:49,0.00
0,0
0,0
2025-08-08 11:23:50,0.00
0,0
0,0
2025-08-08 11:23:51,0.00
0,0
0,0
2025-08-08 11:23:52,0.00
0,0
0,0
2025-08-08 11:23:54,0.00
0,0
0,0
2025-08-08 11:23:55,0.00
0,0
0,0
2025-08-08 11:23:56,0.00
0,0
0,0
2025-08-08 11:23:57,0.00
0,0
0,0
2025-08-08 11:23:58,0.00
0,0
0,0
2025-08-08 11:24:00,0.00
0,0
0,0
2025-08-08 11:24:01,0.00
0,0
0,0
2025-08-08 11:24:02,0.00
0,0
0,0
2025-08-08 11:24:03,0.00
0,0
0,0
2025-08-08 11:24:04,0.00
0,0
0,0
2025-08-08 11:24:06,0.00
0,0
0,0
2025-08-08 11:24:07,0.00
0,0
0,0
2025-08-08 11:24:08,0.00
0,0
0,0
2025-08-08 11:24:09,0.00
0,0
0,0
2025-08-08 11:24:10,0.00
0,0
0,0
2025-08-08 11:24:12,0.00
0,0
0,0
2025-08-08 11:24:13,0.00
0,0
0,0
2025-08-08 11:24:14,0.00
0,0
0,0
2025-08-08 11:24:15,0.00
0,0
0,0
2025-08-08 11:24:16,0.00
0,0
0,0
2025-08-08 11:24:18,0.00
0,0
0,0
2025-08-08 11:24:19,0.00
0,0
0,0
2025-08-08 11:24:20,0.00
0,0
0,0
2025-08-08 11:24:21,0.00
0,0
0,0
2025-08-08 11:24:22,0.00
0,0
0,0
2025-08-08 11:24:24,0.00
0,0
0,0
2025-08-08 11:24:25,0.00
0,0
0,0
2025-08-08 11:24:26,0.00
0,0
0,0
2025-08-08 11:24:27,0.00
0,0
0,0
2025-08-08 11:24:28,0.00
0,0
0,0
2025-08-08 11:24:30,0.00
0,0
0,0
2025-08-08 11:24:31,0.00
0,0
0,0
2025-08-08 11:24:32,0.00
0,0
0,0
2025-08-08 11:24:33,0.00
0,0
0,0
2025-08-08 11:24:34,0.00
0,0
0,0
2025-08-08 11:24:36,0.00
0,0
0,0
2025-08-08 11:24:37,0.00
0,0
0,0
2025-08-08 11:24:38,0.00
0,0
0,0
2025-08-08 11:24:39,0.00
0,0
0,0
2025-08-08 11:24:40,0.00
0,0
0,0
2025-08-08 11:24:42,0.00
0,0
0,0
